author	year	month	affiliation	commit count	lines added	lines removed	date
mt	2001	5	Sun	69	1838	1798	2001-5-1
mt	2001	6	Sun	80	1967	798	2001-6-1
mt	2001	7	Sun	55	1336	757	2001-7-1
mt	2001	8	Sun	99	1492	1131	2001-8-1
mt	2001	9	Sun	17	179	293	2001-9-1
mt	2001	10	Sun	57	756	526	2001-10-1
mt	2001	11	Sun	100	2601	1577	2001-11-1
mt	2001	12	Sun	29	294	352	2001-12-1
mt	2002	1	Sun	26	537	270	2002-1-1
mt	2002	2	Sun	41	868	738	2002-2-1
mt	2002	3	Sun	9	247	101	2002-3-1
mt	2002	4	Sun	17	168	49	2002-4-1
mt	2002	5	Sun	42	588	389	2002-5-1
mt	2002	6	Sun	20	283	131	2002-6-1
mt	2002	7	Sun	72	1549	924	2002-7-1
mt	2002	8	Sun	81	1674	765	2002-8-1
mt	2002	9	Sun	42	673	232	2002-9-1
mt	2002	10	Sun	19	215	122	2002-10-1
mt	2002	11	Sun	43	472	199	2002-11-1
mt	2002	12	Sun	8	66	20	2002-12-1
mt	2003	1	Sun	17	166	75	2003-1-1
mt	2003	2	Sun	18	740	224	2003-2-1
mt	2003	3	Sun	2	27	4	2003-3-1
mt	2003	4	Sun	518	8866	5782	2003-4-1
mt	2003	5	Sun	120	1551	876	2003-5-1
mt	2003	6	Sun	8	97	51	2003-6-1
mt	2003	8	Sun	35	199	339	2003-8-1
mt	2003	10	Sun	10	80	74	2003-10-1
mt	2003	11	Sun	165	710	4637	2003-11-1
mt	2003	12	Sun	1135	6505	9525	2003-12-1
mt	2004	1	Sun	13	78	73	2004-1-1
mt	2004	3	Sun	1	3	3	2004-3-1
mt	2004	4	Sun	10	157	54	2004-4-1
mt	2004	5	Sun	13	286	92	2004-5-1
mt	2004	6	Sun	9	1698	1814	2004-6-1
mt	2004	7	Sun	333	17391	1936	2004-7-1
mt	2004	8	Sun	24	193	153	2004-8-1
mt	2004	9	Sun	3	33195	11303	2004-9-1
mt	2004	10	Sun	13	415	368	2004-10-1
mt	2004	11	Sun	24	765	120	2004-11-1
mt	2004	12	Sun	2	23	47	2004-12-1
mt	2005	1	Sun	3	38	22	2005-1-1
mt	2005	2	Sun	44	546	333	2005-2-1
mt	2005	3	Sun	7	209	177	2005-3-1
mt	2005	4	Sun	53	4176	2110	2005-4-1
mt	2005	5	Sun	6	168	177	2005-5-1
mt	2005	6	Sun	8	63	51	2005-6-1
mt	2005	7	Sun	522	2390	6602	2005-7-1
mt	2005	8	Sun	9	102	131	2005-8-1
mt	2005	10	Sun	36	234	233	2005-10-1
mt	2005	11	Sun	39	529	356	2005-11-1
mt	2005	12	Sun	7	132	106	2005-12-1
mt	2006	1	Sun	1	4	4	2006-1-1
mt	2006	4	Sun	10	35	62	2006-4-1
mt	2006	7	Sun	1	5	4	2006-7-1
mt	2006	11	Sun	1	25	13	2006-11-1
mt	2007	5	Sun	2	12	6	2007-5-1
mt	2007	6	Sun	1	4	4	2007-6-1
mt	2007	7	Sun	1	4	4	2007-7-1
mtg	2000	11	unaffiliated	180	3352	1886	2000-11-1
mtg	2000	12	unaffiliated	114	1962	1262	2000-12-1
mtg	2001	1	unaffiliated	32	488	357	2001-1-1
mtg	2001	2	unaffiliated	79	1976	522	2001-2-1
mtg	2001	3	unaffiliated	129	2352	1222	2001-3-1
mtg	2001	4	unaffiliated	170	3335	2946	2001-4-1
mtg	2001	5	unaffiliated	117	2778	3308	2001-5-1
mtg	2001	6	unaffiliated	36	649	522	2001-6-1
mtg	2001	7	unaffiliated	203	4462	5841	2001-7-1
mtg	2001	8	unaffiliated	58	1645	898	2001-8-1
mtg	2001	9	unaffiliated	104	1865	1714	2001-9-1
mtg	2001	10	unaffiliated	102	2056	1273	2001-10-1
mtg	2001	11	unaffiliated	108	2636	3228	2001-11-1
mtg	2001	12	unaffiliated	12	203	796	2001-12-1
mtg	2002	1	unaffiliated	15	162	112	2002-1-1
mtg	2005	11	unaffiliated	11	200	177	2005-11-1
muthusuba	2007	5	unaffiliated	7	81	15	2007-5-1
muthusuba	2007	6	unaffiliated	7	83	15	2007-6-1
mwaller	2007	1	(unknown)	11	45	41	2007-1-1
mwaller	2008	2	(unknown)	32	534	644	2008-2-1
mwu	2002	7	Sun	1	25	15	2002-7-1
mwu	2002	9	Sun	126	61109	61109	2002-9-1
mwu	2002	10	Sun	1152	414026	413135	2002-10-1
mwu	2002	11	Sun	160	34849	34845	2002-11-1
