author	year	month	affiliation	commit count	lines added	lines removed	date
dr	2005	7	Sun	21	805	606	2005-7-1
dr	2005	8	Sun	67	2748	2185	2005-8-1
dr	2005	9	Sun	6	41	43	2005-9-1
dr	2005	10	Sun	37	1370	703	2005-10-1
dr	2005	11	Sun	144	4788	3331	2005-11-1
dr	2005	12	Sun	91	3155	2270	2005-12-1
dr	2006	1	Sun	27	590	518	2006-1-1
dr	2006	2	Sun	107	10482	2093	2006-2-1
dr	2006	3	Sun	156	17384	5626	2006-3-1
dr	2006	4	Sun	83	10883	4816	2006-4-1
dr	2006	5	Sun	175	7299	4553	2006-5-1
dr	2006	6	Sun	64	1509	510	2006-6-1
dr	2006	7	Sun	100	3488	1601	2006-7-1
dr	2006	8	Sun	59	4077	2066	2006-8-1
dr	2006	9	Sun	104	5790	4397	2006-9-1
dr	2006	10	Sun	116	4659	6422	2006-10-1
dr	2006	11	Sun	51	447	320	2006-11-1
dr	2006	12	Sun	190	3208	2351	2006-12-1
dr	2007	1	Sun	36	1182	924	2007-1-1
dr	2007	2	Sun	241	10300	4290	2007-2-1
dr	2007	3	Sun	209	8650	2644	2007-3-1
dr	2007	4	Sun	301	11803	5472	2007-4-1
dr	2007	5	Sun	210	15928	3513	2007-5-1
dr	2007	6	Sun	168	5235	3747	2007-6-1
dr	2007	7	Sun	164	5268	3107	2007-7-1
dr	2007	8	Sun	384	10698	7425	2007-8-1
dr	2007	9	Sun	171	4718	2710	2007-9-1
dr	2007	10	Sun	358	10195	5307	2007-10-1
dr	2007	11	Sun	459	18243	10153	2007-11-1
dr	2007	12	Sun	400	8380	3126	2007-12-1
dr	2008	1	Sun	240	3313	3209	2008-1-1
dr	2008	2	Sun	745	15619	7099	2008-2-1
dr	2008	3	Sun	407	8712	3973	2008-3-1
dr	2008	4	Sun	198	2603	1774	2008-4-1
dr	2008	5	Sun	139	3851	2255	2008-5-1
dsherwin	2002	3	Propylon	24	47	42	2002-3-1
dsherwin	2002	4	Propylon	26	571	729	2002-4-1
dsherwin	2002	9	Propylon	6	503	449	2002-9-1
dsherwin	2002	10	Propylon	6	34	36	2002-10-1
dsherwin	2002	11	Propylon	8	69	24	2002-11-1
dsherwin	2003	12	Propylon	4	469	728	2003-12-1
dsherwin	2004	1	Propylon	1	4	4	2004-1-1
dsherwin	2004	2	Propylon	6	31	15	2004-2-1
dv	2000	11	Sun	4	2143	1321	2000-11-1
dv	2000	12	Sun	32	1275	1012	2000-12-1
dv	2001	1	Sun	1	19	75	2001-1-1
dv	2001	2	Sun	51	1570	733	2001-2-1
dv	2001	3	Sun	36	1772	2144	2001-3-1
dv	2001	4	Sun	37	1713	662	2001-4-1
dv	2001	5	Sun	44	1664	2334	2001-5-1
dv	2001	6	Sun	91	3018	2007	2001-6-1
dv	2001	7	Sun	193	2938	5798	2001-7-1
dv	2001	8	Sun	25	467	212	2001-8-1
dv	2001	9	Sun	1	18	2	2001-9-1
dv	2001	10	Sun	2	24	4	2001-10-1
dv	2002	3	Sun	1	5	3	2002-3-1
dv	2002	6	Sun	1	3	3	2002-6-1
dv	2002	11	Sun	2	11	10	2002-11-1
dv	2003	1	Sun	3	11	6	2003-1-1
dv	2003	2	Sun	1	1	3	2003-2-1
dv	2003	4	Sun	1	8	4	2003-4-1
dv	2003	5	Sun	7	32	30	2003-5-1
dv	2003	6	Sun	7	25	27	2003-6-1
dv	2003	9	Sun	1	4	4	2003-9-1
dv	2003	10	Sun	4	24	4	2003-10-1
dv	2004	3	Sun	59	3837	659	2004-3-1
dv	2004	4	Sun	24	395	336	2004-4-1
dv	2004	5	Sun	6	142	79	2004-5-1
dv	2004	8	Sun	12	553	232	2004-8-1
dv	2004	9	Sun	26	224	133	2004-9-1
dv	2004	10	Sun	5	66	16	2004-10-1
dv	2004	11	Sun	173	2539	1661	2004-11-1
dv	2004	12	Sun	56	7570	13072	2004-12-1
dv	2005	1	Sun	23	660	381	2005-1-1
dv	2005	2	Sun	58	906	806	2005-2-1
dv	2005	4	Sun	1	0	13	2005-4-1
dv	2005	5	Sun	1	17	5	2005-5-1
dv	2005	6	Sun	1	23	3	2005-6-1
dv	2006	7	Sun	27	1068	136	2006-7-1
dv	2006	8	Sun	18	585	282	2006-8-1
dv	2006	9	Sun	16	569	250	2006-9-1
dv	2006	10	Sun	13	398	213	2006-10-1
dv	2006	11	Sun	56	2440	159	2006-11-1
dv	2006	12	Sun	52	1856	453	2006-12-1
dv	2007	1	Sun	11	413	148	2007-1-1
dv	2007	2	Sun	13	226	114	2007-2-1
dv	2007	3	Sun	30	753	121	2007-3-1
dv	2007	4	Sun	14	528	91	2007-4-1
dv	2007	5	Sun	4	327	0	2007-5-1
dv	2007	6	Sun	107	3359	944	2007-6-1
dv	2007	7	Sun	41	592	376	2007-7-1
dv	2007	8	Sun	4	21	15	2007-8-1
dv	2007	10	Sun	41	1070	287	2007-10-1
dv	2007	11	Sun	2	21	11	2007-11-1
dv	2007	12	Sun	1	35	15	2007-12-1
dv	2008	2	Sun	60	3006	753	2008-2-1
dv	2008	3	Sun	33	531	408	2008-3-1
dv	2008	4	Sun	21	277	189	2008-4-1
dv	2008	5	Sun	8	80	26	2008-5-1
dvo	2000	9	unaffiliated	19	501	240	2000-9-1
dvo	2000	10	unaffiliated	44	1177	513	2000-10-1
dvo	2000	11	unaffiliated	135	4567	2448	2000-11-1
dvo	2000	12	unaffiliated	89	1655	503	2000-12-1
dvo	2001	1	unaffiliated	183	4257	1878	2001-1-1
dvo	2001	2	unaffiliated	98	1677	559	2001-2-1
dvo	2001	3	unaffiliated	114	2748	1202	2001-3-1
dvo	2001	4	unaffiliated	60	1190	1478	2001-4-1
dvo	2001	5	unaffiliated	89	1441	912	2001-5-1
dvo	2001	6	unaffiliated	392	8888	7953	2001-6-1
dvo	2001	7	unaffiliated	72	2855	2830	2001-7-1
dvo	2001	8	unaffiliated	53	855	511	2001-8-1
dvo	2001	9	unaffiliated	73	865	605	2001-9-1
dvo	2001	10	unaffiliated	92	1613	1894	2001-10-1
dvo	2001	11	unaffiliated	33	563	363	2001-11-1
dvo	2001	12	unaffiliated	6	41	35	2001-12-1
dvo	2002	1	unaffiliated	26	174	88	2002-1-1
dvo	2002	2	unaffiliated	63	2078	429	2002-2-1
dvo	2002	3	unaffiliated	58	2054	1082	2002-3-1
dvo	2002	4	unaffiliated	84	1552	465	2002-4-1
dvo	2002	5	unaffiliated	59	2149	505	2002-5-1
dvo	2002	6	unaffiliated	48	838	439	2002-6-1
dvo	2002	7	unaffiliated	16	311	134	2002-7-1
dvo	2002	8	unaffiliated	28	295	70	2002-8-1
dvo	2002	9	unaffiliated	14	194	68	2002-9-1
dvo	2002	10	unaffiliated	16	228	62	2002-10-1
dvo	2002	11	unaffiliated	31	469	214	2002-11-1
dvo	2002	12	unaffiliated	10	59	29	2002-12-1
dvo	2003	1	unaffiliated	25	423	341	2003-1-1
dvo	2003	2	unaffiliated	20	321	212	2003-2-1
dvo	2003	3	unaffiliated	23	631	233	2003-3-1
dvo	2003	4	unaffiliated	66	2219	286	2003-4-1
dvo	2003	5	unaffiliated	24	190	128	2003-5-1
dvo	2003	6	unaffiliated	29	619	157	2003-6-1
dvo	2003	7	unaffiliated	10	182	116	2003-7-1
dvo	2003	10	unaffiliated	8	93	53	2003-10-1
dvo	2003	11	unaffiliated	5	42	13	2003-11-1
dvo	2003	12	unaffiliated	2	10	6	2003-12-1
dvo	2004	1	unaffiliated	85	6565	166	2004-1-1
dvo	2004	2	unaffiliated	8	351	186	2004-2-1
dvo	2004	3	unaffiliated	62	2807	606	2004-3-1
dvo	2004	4	unaffiliated	97	3061	948	2004-4-1
dvo	2004	5	unaffiliated	30	1054	505	2004-5-1
dvo	2004	6	unaffiliated	93	1826	526	2004-6-1
dvo	2004	7	unaffiliated	107	3769	766	2004-7-1
dvo	2004	8	unaffiliated	109	1989	703	2004-8-1
dvo	2004	9	unaffiliated	24	368	208	2004-9-1
dvo	2004	10	unaffiliated	76	12875	33678	2004-10-1
dvo	2004	11	unaffiliated	68	1098	299	2004-11-1
dvo	2004	12	unaffiliated	78	1655	730	2004-12-1
dvo	2005	1	unaffiliated	18	215	179	2005-1-1
dvo	2005	2	unaffiliated	31	280	207	2005-2-1
dvo	2005	3	unaffiliated	34	685	169	2005-3-1
dvo	2005	4	unaffiliated	25	363	156	2005-4-1
dvo	2005	5	unaffiliated	3	15	13	2005-5-1
dvo	2005	6	unaffiliated	4	73	59	2005-6-1
ebischoff	2005	8	Bureau Cornavin	64	7122	271	2005-8-1
ebischoff	2005	9	Bureau Cornavin	44	1277	735	2005-9-1
ebischoff	2005	10	Bureau Cornavin	4	42	27	2005-10-1
ebischoff	2005	11	Bureau Cornavin	29	602	211	2005-11-1
ebischoff	2005	12	Bureau Cornavin	51	335	295	2005-12-1
ebischoff	2006	1	Bureau Cornavin	6	35	31	2006-1-1
ebischoff	2006	4	Bureau Cornavin	25	1652	252	2006-4-1
ebischoff	2006	5	Bureau Cornavin	4	41	57	2006-5-1
ebischoff	2006	6	Bureau Cornavin	25	295	127	2006-6-1
ebischoff	2006	7	Bureau Cornavin	22	213	96	2006-7-1
ebischoff	2006	8	Bureau Cornavin	5	18	20	2006-8-1
ekato	2007	3	unaffiliated	2	20	7	2007-3-1
ekato	2007	5	unaffiliated	3	69	22	2007-5-1
ekato	2007	6	unaffiliated	11	133	57	2007-6-1
ekato	2007	7	unaffiliated	5	223	22	2007-7-1
ekato	2007	8	unaffiliated	3	233	46	2007-8-1
ekato	2007	10	unaffiliated	1	4	6	2007-10-1
ekato	2008	2	unaffiliated	2	33	10	2008-2-1
er	2000	10	Sun	81	2864	2866	2000-10-1
er	2000	11	Sun	72	2106	1086	2000-11-1
er	2000	12	Sun	50	1613	1052	2000-12-1
er	2001	1	Sun	57	1572	1033	2001-1-1
er	2001	2	Sun	92	3227	2512	2001-2-1
er	2001	3	Sun	98	1570	1331	2001-3-1
er	2001	4	Sun	79	5864	5237	2001-4-1
er	2001	5	Sun	294	2752	3045	2001-5-1
er	2001	6	Sun	55	2308	1248	2001-6-1
er	2001	7	Sun	157	6092	5501	2001-7-1
er	2001	8	Sun	90	2084	1285	2001-8-1
er	2001	9	Sun	16	494	378	2001-9-1
er	2001	10	Sun	51	657	300	2001-10-1
er	2001	11	Sun	51	1403	1034	2001-11-1
er	2001	12	Sun	7	79	54	2001-12-1
er	2002	1	Sun	47	282	269	2002-1-1
er	2002	2	Sun	2	19	10	2002-2-1
er	2002	3	Sun	167	3621	670	2002-3-1
er	2002	4	Sun	22	451	258	2002-4-1
er	2002	5	Sun	22	781	152	2002-5-1
er	2002	6	Sun	50	1171	879	2002-6-1
er	2002	7	Sun	233	6302	3026	2002-7-1
er	2002	8	Sun	38	6638	5874	2002-8-1
er	2002	9	Sun	69	8760	8395	2002-9-1
er	2002	10	Sun	50	393	318	2002-10-1
er	2002	11	Sun	59	1812	1199	2002-11-1
er	2002	12	Sun	67	823	433	2002-12-1
er	2003	1	Sun	146	1679	1450	2003-1-1
er	2003	2	Sun	19	219	90	2003-2-1
er	2003	3	Sun	130	8496	2575	2003-3-1
er	2003	4	Sun	177	13674	1238	2003-4-1
er	2003	5	Sun	19	623	213	2003-5-1
er	2003	6	Sun	13	724	390	2003-6-1
er	2003	7	Sun	66	2872	836	2003-7-1
er	2003	8	Sun	9	25174	25360	2003-8-1
er	2003	9	Sun	15	247	133	2003-9-1
er	2003	10	Sun	88	2731	1611	2003-10-1
er	2003	11	Sun	120	1808	1050	2003-11-1
er	2003	12	Sun	44	1084	679	2003-12-1
er	2004	1	Sun	380	9254	8745	2004-1-1
er	2004	2	Sun	213	1975	2012	2004-2-1
er	2004	3	Sun	368	7070	6391	2004-3-1
er	2004	4	Sun	60	1085	827	2004-4-1
er	2004	5	Sun	57	907	491	2004-5-1
er	2004	6	Sun	76	5248	821	2004-6-1
er	2004	7	Sun	75	2534	718	2004-7-1
er	2004	8	Sun	33	953	516	2004-8-1
er	2004	9	Sun	57	1015	1148	2004-9-1
er	2004	10	Sun	97	3498	1173	2004-10-1
er	2004	11	Sun	37	793	387	2004-11-1
er	2004	12	Sun	15	108	108	2004-12-1
er	2005	2	Sun	38	3203	1147	2005-2-1
er	2005	3	Sun	148	1089	516	2005-3-1
er	2005	4	Sun	66	7475	5276	2005-4-1
er	2005	5	Sun	41	1997	966	2005-5-1
er	2005	6	Sun	178	1894	2522	2005-6-1
er	2005	7	Sun	73	2406	1191	2005-7-1
er	2005	8	Sun	101	3044	790	2005-8-1
er	2005	9	Sun	31	418	759	2005-9-1
er	2005	10	Sun	88	13255	13815	2005-10-1
er	2005	11	Sun	57	1661	114	2005-11-1
er	2005	12	Sun	5	35	24	2005-12-1
er	2006	1	Sun	21	263	356	2006-1-1
er	2006	2	Sun	337	4575	2541	2006-2-1
er	2006	3	Sun	63	495	218	2006-3-1
er	2006	4	Sun	46	1294	366	2006-4-1
er	2006	5	Sun	2	68	12	2006-5-1
er	2006	6	Sun	49	685	208	2006-6-1
er	2006	7	Sun	25	244	117	2006-7-1
er	2006	8	Sun	14	279	77	2006-8-1
er	2006	9	Sun	48	376	346	2006-9-1
er	2006	10	Sun	17	355	146	2006-10-1
er	2006	11	Sun	51	2475	1686	2006-11-1
er	2006	12	Sun	3	462	11	2006-12-1
er	2007	1	Sun	25	299	241	2007-1-1
er	2007	4	Sun	30	965	421	2007-4-1
er	2007	5	Sun	74	262616	453	2007-5-1
er	2007	6	Sun	106	1546	990	2007-6-1
er	2007	7	Sun	19	803	477	2007-7-1
er	2007	8	Sun	106	4495	1349	2007-8-1
er	2007	9	Sun	39	1365	705	2007-9-1
er	2007	10	Sun	35	1008	198	2007-10-1
er	2007	11	Sun	34	581	320	2007-11-1
er	2007	12	Sun	37	1633	975	2007-12-1
er	2008	1	Sun	127	4161	3502	2008-1-1
er	2008	2	Sun	145	17153	15258	2008-2-1
er	2008	3	Sun	47	1123	802	2008-3-1
er	2008	4	Sun	26	818	438	2008-4-1
er	2008	5	Sun	6	157	231	2008-5-1
erack	2007	12	Sun	8	38	31	2007-12-1
erack	2008	1	Sun	12	78	61	2008-1-1
erack	2008	2	Sun	24	617	273	2008-2-1
ericb	2005	4	unaffiliated	6	51	21	2005-4-1
ericb	2005	5	unaffiliated	35	12090	11978	2005-5-1
ericb	2005	6	unaffiliated	14	160	111	2005-6-1
ericb	2005	7	unaffiliated	24	137	79	2005-7-1
ericb	2005	9	unaffiliated	68	3896	291	2005-9-1
ericb	2005	10	unaffiliated	17	152	135	2005-10-1
ericb	2005	11	unaffiliated	3	3	3	2005-11-1
ericb	2005	12	unaffiliated	1	4	3	2005-12-1
ericb	2006	1	unaffiliated	42	2832	180	2006-1-1
ericb	2006	2	unaffiliated	14	409	44	2006-2-1
ericb	2006	3	unaffiliated	28	595	253	2006-3-1
ericb	2006	4	unaffiliated	48	979	980	2006-4-1
ericb	2006	5	unaffiliated	22	760	341	2006-5-1
ericb	2006	7	unaffiliated	26	276	145	2006-7-1
ericb	2006	8	unaffiliated	7	121	14	2006-8-1
ericb	2006	9	unaffiliated	6	48	146	2006-9-1
ericb	2006	10	unaffiliated	5	100	27	2006-10-1
ericb	2006	11	unaffiliated	3	22	13	2006-11-1
ericb	2006	12	unaffiliated	11	458	353	2006-12-1
ericb	2007	1	unaffiliated	12	220	198	2007-1-1
ericb	2007	2	unaffiliated	17	536	478	2007-2-1
ericb	2007	3	unaffiliated	2	11	18	2007-3-1
ericb	2007	4	unaffiliated	13	91	64	2007-4-1
ericb	2007	5	unaffiliated	17	150	97	2007-5-1
ericb	2007	6	unaffiliated	43	2412	2035	2007-6-1
ericb	2007	7	unaffiliated	11	1299	1242	2007-7-1
ericb	2007	8	unaffiliated	21	507	281	2007-8-1
ericb	2007	9	unaffiliated	10	88	74	2007-9-1
ericb	2007	10	unaffiliated	30	162	177	2007-10-1
ericb	2007	11	unaffiliated	19	144	65	2007-11-1
ericb	2007	12	unaffiliated	22	122	114	2007-12-1
ericb	2008	1	unaffiliated	13	604	339	2008-1-1
ericb	2008	2	unaffiliated	2	8	8	2008-2-1
ericb	2008	3	unaffiliated	1	36	85	2008-3-1
ericb	2008	4	unaffiliated	2	7	7	2008-4-1
ericb	2008	5	unaffiliated	13	38	28	2008-5-1
fa	2002	11	RedHat	66	2219	511	2002-11-1
fa	2002	12	RedHat	4	48	35	2002-12-1
fa	2003	1	RedHat	34	10539	9976	2003-1-1
fa	2003	2	RedHat	25	1474	420	2003-2-1
fa	2003	3	RedHat	41	843	231	2003-3-1
fa	2003	4	RedHat	74	380	216	2003-4-1
fa	2003	5	RedHat	13	443	111	2003-5-1
fa	2003	6	RedHat	22	625	226	2003-6-1
fa	2003	7	RedHat	224	6262	3125	2003-7-1
fa	2003	8	RedHat	4	81	41	2003-8-1
fa	2003	10	RedHat	82	2715	1071	2003-10-1
fa	2003	11	RedHat	50	3041	847	2003-11-1
fa	2003	12	RedHat	20	725	235	2003-12-1
fa	2004	1	RedHat	65	2025	1821	2004-1-1
fa	2004	2	RedHat	37	2572	322	2004-2-1
fa	2004	3	RedHat	837	12067	13587	2004-3-1
fa	2004	4	RedHat	88	954	889	2004-4-1
fa	2004	5	RedHat	1	205	6	2004-5-1
fa	2004	6	RedHat	15	212	117	2004-6-1
fa	2004	7	RedHat	76	983	912	2004-7-1
fa	2004	12	RedHat	2	25	27	2004-12-1
fangyq	2007	8	Redflag	20	828	217	2007-8-1
fangyq	2007	9	Redflag	6	42	71	2007-9-1
fdechelle	2007	6	unaffiliated	56	1114	286	2007-6-1
fheckl	2005	9	Sun	10	89	45	2005-9-1
fheckl	2005	10	Sun	4	36	26	2005-10-1
fheckl	2005	11	Sun	45	3014	1095	2005-11-1
fheckl	2006	1	Sun	27	874	110	2006-1-1
fheckl	2006	2	Sun	40	580	191	2006-2-1
fheckl	2006	6	Sun	2	90	54	2006-6-1
fheckl	2006	7	Sun	2	51	4	2006-7-1
fheckl	2006	10	Sun	19	4571	87	2006-10-1
fheckl	2006	12	Sun	7	264	132	2006-12-1
fheckl	2007	2	Sun	16	2578	2037	2007-2-1
fheckl	2007	4	Sun	25	2400	1830	2007-4-1
fheckl	2007	5	Sun	36	1415	1661	2007-5-1
fheckl	2007	6	Sun	13	142	200	2007-6-1
fheckl	2007	7	Sun	1	6	2	2007-7-1
fheckl	2007	9	Sun	30	4098	73	2007-9-1
fheckl	2007	10	Sun	13	86	45	2007-10-1
fheckl	2007	11	Sun	33	1096	771	2007-11-1
fheckl	2007	12	Sun	2	12	11	2007-12-1
fheckl	2008	1	Sun	50	2325	2370	2008-1-1
fheckl	2008	2	Sun	19	326	230	2008-2-1
fheckl	2008	3	Sun	17	242	545	2008-3-1
fl	2000	9	Sun	20	17952	17330	2000-9-1
fl	2000	11	Sun	3	488	336	2000-11-1
fl	2001	5	Sun	2	22	15	2001-5-1
fl	2001	11	Sun	2	110	192	2001-11-1
fl	2004	9	Sun	2	104	0	2004-9-1
flr	2004	12	Sun	15	244	81	2004-12-1
flr	2005	1	Sun	21	249	82	2005-1-1
flr	2005	3	Sun	8	47	29	2005-3-1
flr	2005	4	Sun	25	724	155	2005-4-1
flr	2005	5	Sun	1	17	7	2005-5-1
flr	2005	8	Sun	16	162	101	2005-8-1
flr	2005	9	Sun	3	24	9	2005-9-1
flr	2005	10	Sun	1	7	4	2005-10-1
flr	2005	11	Sun	10	100	32	2005-11-1
flr	2005	12	Sun	7	257	27	2005-12-1
flr	2006	1	Sun	14	284	47	2006-1-1
flr	2006	2	Sun	5	65	24	2006-2-1
flr	2006	4	Sun	2	14	7	2006-4-1
flr	2006	5	Sun	3	123	19	2006-5-1
fme	2001	4	Sun	87	2678	1119	2001-4-1
fme	2001	5	Sun	201	4653	6897	2001-5-1
fme	2001	6	Sun	327	3715	5466	2001-6-1
fme	2001	7	Sun	46	499	636	2001-7-1
fme	2001	8	Sun	71	1620	789	2001-8-1
fme	2001	10	Sun	79	2141	969	2001-10-1
fme	2001	11	Sun	48	1181	498	2001-11-1
fme	2001	12	Sun	39	1334	444	2001-12-1
fme	2002	1	Sun	88	2115	790	2002-1-1
fme	2002	2	Sun	101	1858	955	2002-2-1
fme	2002	3	Sun	42	1483	402	2002-3-1
fme	2002	4	Sun	79	2729	879	2002-4-1
fme	2002	5	Sun	45	877	1308	2002-5-1
fme	2002	6	Sun	48	1232	1108	2002-6-1
fme	2002	7	Sun	9	179	89	2002-7-1
fme	2002	8	Sun	90	1652	1173	2002-8-1
fme	2002	9	Sun	72	1414	922	2002-9-1
fme	2002	10	Sun	44	654	435	2002-10-1
fme	2002	11	Sun	75	950	599	2002-11-1
fme	2002	12	Sun	64	1016	1203	2002-12-1
fme	2003	1	Sun	48	1341	569	2003-1-1
fme	2003	2	Sun	38	676	592	2003-2-1
fme	2003	3	Sun	121	2405	2087	2003-3-1
fme	2003	4	Sun	22	387	183	2003-4-1
fme	2003	5	Sun	57	849	514	2003-5-1
fme	2003	6	Sun	33	896	570	2003-6-1
fme	2003	7	Sun	106	1435	1064	2003-7-1
fme	2003	8	Sun	37	609	458	2003-8-1
fme	2003	9	Sun	42	1766	588	2003-9-1
fme	2003	10	Sun	25	1096	553	2003-10-1
fme	2003	11	Sun	116	2308	2089	2003-11-1
fme	2003	12	Sun	52	1264	687	2003-12-1
fme	2004	1	Sun	113	1889	1067	2004-1-1
fme	2004	2	Sun	93	1394	1003	2004-2-1
fme	2004	3	Sun	93	1702	1395	2004-3-1
fme	2004	4	Sun	104	1508	1153	2004-4-1
fme	2004	5	Sun	42	3777	325	2004-5-1
fme	2004	6	Sun	67	2115	1074	2004-6-1
fme	2004	7	Sun	55	2581	1026	2004-7-1
fme	2004	8	Sun	85	1652	966	2004-8-1
fme	2004	9	Sun	17	394	249	2004-9-1
fme	2004	10	Sun	45	873	752	2004-10-1
fme	2004	11	Sun	19	291	206	2004-11-1
fme	2004	12	Sun	33	722	395	2004-12-1
fme	2005	1	Sun	59	996	848	2005-1-1
fme	2005	2	Sun	71	1665	1223	2005-2-1
fme	2005	3	Sun	23	493	398	2005-3-1
fme	2005	4	Sun	52	842	711	2005-4-1
fme	2005	5	Sun	27	409	171	2005-5-1
fme	2005	6	Sun	733	4550	16113	2005-6-1
fme	2005	7	Sun	220	4185	3704	2005-7-1
fme	2005	8	Sun	32	430	195	2005-8-1
fme	2005	9	Sun	12	127	96	2005-9-1
fme	2005	10	Sun	27	670	244	2005-10-1
fme	2005	11	Sun	94	1690	1268	2005-11-1
fme	2005	12	Sun	44	606	416	2005-12-1
fme	2006	1	Sun	78	884	725	2006-1-1
fme	2006	2	Sun	37	667	506	2006-2-1
fme	2006	3	Sun	34	428	204	2006-3-1
fme	2006	4	Sun	12	83	93	2006-4-1
fme	2006	5	Sun	126	1588	1289	2006-5-1
fme	2006	6	Sun	97	2575	2378	2006-6-1
fme	2006	7	Sun	85	1041	844	2006-7-1
fme	2006	8	Sun	137	2009	1520	2006-8-1
fme	2006	9	Sun	27	737	533	2006-9-1
fme	2006	10	Sun	49	1428	737	2006-10-1
fme	2006	11	Sun	87	1554	1352	2006-11-1
fme	2006	12	Sun	22	437	280	2006-12-1
fme	2007	1	Sun	39	1390	990	2007-1-1
fme	2007	2	Sun	13	141	69	2007-2-1
fme	2007	3	Sun	172	3978	3872	2007-3-1
fme	2007	4	Sun	138	3661	1397	2007-4-1
fme	2007	5	Sun	105	2928	1696	2007-5-1
fme	2007	6	Sun	78	2207	1279	2007-6-1
fme	2007	7	Sun	20	200	174	2007-7-1
fme	2007	8	Sun	9	67	216	2007-8-1
fme	2007	9	Sun	49	2418	526	2007-9-1
fme	2007	10	Sun	34	1000	738	2007-10-1
fme	2007	11	Sun	86	2301	1146	2007-11-1
fme	2007	12	Sun	86	2551	753	2007-12-1
fme	2008	1	Sun	77	999	923	2008-1-1
fme	2008	2	Sun	20	463	394	2008-2-1
fme	2008	3	Sun	7	149	53	2008-3-1
fme	2008	4	Sun	9	516	173	2008-4-1
fme	2008	5	Sun	4	36	14	2008-5-1
fne	2007	10	Sun	21	296	164	2007-10-1
fne	2007	11	Sun	142	2247	1677	2007-11-1
fne	2007	12	Sun	45	466	334	2007-12-1
fne	2008	1	Sun	41	746	156	2008-1-1
fne	2008	2	Sun	76	2387	715	2008-2-1
fne	2008	3	Sun	4	43	12	2008-3-1
fne	2008	4	Sun	1	3	2	2008-4-1
fne	2008	5	Sun	14	285	58	2008-5-1
fpe	2004	8	Sun	241	10030	9634	2004-8-1
fpe	2004	9	Sun	1243	66374	59563	2004-9-1
fpe	2004	10	Sun	1224	28287	23403	2004-10-1
fpe	2004	11	Sun	220	17891	18555	2004-11-1
fpe	2004	12	Sun	142	1970	1458	2004-12-1
fpe	2005	1	Sun	1015	21743	20581	2005-1-1
fpe	2005	2	Sun	931	9530	3491	2005-2-1
fpe	2005	3	Sun	1043	7017	3853	2005-3-1
fpe	2005	4	Sun	113	2552	855	2005-4-1
fpe	2005	5	Sun	1	2	18	2005-5-1
fpe	2005	6	Sun	112	1364	962	2005-6-1
fpe	2005	8	Sun	3	175	115	2005-8-1
fpe	2006	2	Sun	12	634	330	2006-2-1
fpe	2006	4	Sun	12	269	39	2006-4-1
fpe	2006	5	Sun	1	3	3	2006-5-1
fpe	2006	8	Sun	61	129	129	2006-8-1
fpe	2006	12	Sun	4	78	48	2006-12-1
fpe	2007	1	Sun	12	7603	6418	2007-1-1
fpe	2007	4	Sun	1	24	24	2007-4-1
fpe	2007	5	Sun	1	9	3	2007-5-1
fpe	2007	6	Sun	2	72	74	2007-6-1
fpe	2007	10	Sun	1	4	4	2007-10-1
fpe	2007	11	Sun	209	5818	10192	2007-11-1
fpe	2008	2	Sun	885	5067	3295	2008-2-1
fpe	2008	4	Sun	58	2124	1137	2008-4-1
fpe	2008	5	Sun	2258	4700	4783	2008-5-1
fridrich_strba	2005	5	unaffiliated	2	7	7	2005-5-1
fridrich_strba	2005	6	unaffiliated	4	1882	6	2005-6-1
fridrich_strba	2005	7	unaffiliated	1	6	0	2005-7-1
fridrich_strba	2005	8	unaffiliated	99	11347	285	2005-8-1
fridrich_strba	2005	10	unaffiliated	1	1	1	2005-10-1
fridrich_strba	2005	11	unaffiliated	28	139	366	2005-11-1
fridrich_strba	2005	12	unaffiliated	25	2357	866	2005-12-1
fridrich_strba	2006	2	unaffiliated	1	5	13	2006-2-1
fridrich_strba	2006	3	unaffiliated	14	5771	304	2006-3-1
fridrich_strba	2006	7	unaffiliated	3	2141	1	2006-7-1
fridrich_strba	2006	8	unaffiliated	5	59	11	2006-8-1
fridrich_strba	2006	10	unaffiliated	5	2135	8	2006-10-1
fridrich_strba	2006	11	unaffiliated	93	3029	227	2006-11-1
fridrich_strba	2006	12	unaffiliated	116	5269	888	2006-12-1
fridrich_strba	2007	1	unaffiliated	24	883	179	2007-1-1
fridrich_strba	2007	2	unaffiliated	6	186	63	2007-2-1
fridrich_strba	2007	3	Novell	125	5940	1819	2007-3-1
fridrich_strba	2007	4	Novell	149	8819	5499	2007-4-1
fridrich_strba	2007	5	Novell	144	5678	4360	2007-5-1
fridrich_strba	2007	6	Novell	4	28	188	2007-6-1
fridrich_strba	2007	7	Novell	273	38394	23777	2007-7-1
fridrich_strba	2007	8	Novell	209	66397	66537	2007-8-1
fridrich_strba	2007	10	Novell	9	3231	1097	2007-10-1
fridrich_strba	2007	11	Novell	19	920	839	2007-11-1
fridrich_strba	2007	12	Novell	3	8	8	2007-12-1
fridrich_strba	2008	1	Novell	81	844	548	2008-1-1
fs	2000	9	Sun	23	232	209	2000-9-1
fs	2000	10	Sun	620	13017	9340	2000-10-1
fs	2000	11	Sun	268	6207	3331	2000-11-1
fs	2000	12	Sun	308	7886	4278	2000-12-1
